Contributor,Coverage,Creator,Date,Description,Duration,Language,Publisher,Rights,Source,Subject,Text,Title,Type,URL,added,collection_id,collection_resource,collection_url,featured,files_count,files_resource,files_url,id,item_type_id,item_type_name,item_type_resource,item_type_url,modified,owner_id,owner_resource,owner_url,public,tags,url

analysis of the interrelations between weblogs shows people accepting and understanding their nodish fate in ever greater numbers. Linking in every direction and accepting links from every direction in a link economy.

eliminating the distance between the physical self and the digital identity will result in other forms of exchange beyond links

blogs are still stuck things

no reason why your network identity should be stuck so far from your physical identity

its one thing to attach geographical coordinates to a blog

but why not just go the whole way and have an abstract interface to your personal self beyond your clothes and how good your breath smells

in spatial terms, you’re already going to be walking around with ports essentially visible (whether open or closed). When someone electronically sniffs the air in the room you happ en to be in they see your devices whether you let them access them or not.

you’re not far from having to consciously think about the electronic signature you’re giving off

its likely to end up being something more than nokia or sony

..what kind of nodishness do you aspire to

whats your interface like ?

the physical distance between you and your digital identity is likely to decrease very rapidly

the pure abstaction of the internet is very attractive but the plain fact is that we are active parts of the network and essentially earth bound spatially orientated beings. Instead of disappearing into the world of bits anytime soon the world of bits is going to have to come out into the world.

..really it goes both ways, as we accept our fate and get on with

being mobile nodes

people are nodish in themselves: bounded but connected..

weblogs are personal spaces with nodish qualities..

Mobile devices are very personal devices, and nodish, the prolifer­ation of 802.11 and bluetooth built into these devices make mobile users walking infrastructure for mobile adhoc networks

“Mobile adhoc networking allows users to exchange information in a wireless environment without the need for a fixed infrastruc­ture. Each user (or node), equipped with one or more radios, is free to roam about while communicating with others. The path between any pair of users can traverse multiple wireless links and the radios themselves can be heterogeneous, thus enabling an assortment of different types of links to be part of the same adhoc network.” [from a mobile mesh website]

mobile adhoc networking technologies (like apple’s Rendezvous) are realising and resulting in personal impromptu networks, some­times connecting to wider networks, sometimes just to the people and devices in a particular room (maybe just sharing music or collaboratively working on hydra headed documents).

People: aware, processing, recording, disconnecting, moving, searching, connecting and retransmitting in collusion with their devices

more and more we (bound to our devices) are mobile nodes.

extended but bounded personal spaces existing in and facilitating networked spaces

external human interaction is more and more through this extended concrete and abstract personal space

nodishness

more and more, because of these concrete personal devices and these abstract blogish applications. You, extended you, but still you a bounded personal space (you a human.device.blog node) constitute a new thing walking the earth, traversing and creating

“The Internet has been at the forefront of the industry’s efforts for the past decade, but from a paradigmatic point of view, it was largely framed as an add-on to a personal computer. But now a personal computer is becoming part of a larger mesh of comput­ers and devices that come and go, with a mesh of services that come and go, and application design is starting to reflect that realization. With Rendezvous, Apple has come up with a very, very simple architecture that I can see a lot of people leveraging.” Tim O’Reilly

nodishness mixed with spatialness

headmaps and smartmobs

the internet is a collective, heaving, ever changing map already, with everyone contributing a bit of what they can see.

..theres a linux quote that i can’t find that says something like using linux is like living in a house thats always being worked on, you wake up in the morning to find that someones built a really cool extension out the back while you were asleep.

..an extensible metaphor that actually applies to the reality of the real world in general: really cool or really bad, you can bet some­one built something while you were sleeping.

adding a spatial or geographical dimension to the internet is a natural and ongoing extension in the light of increased mobility and wirelessness.

but the result is that metaphors start slipping in all directions..

maps becoming a persistent visible feature of the place they happen to map.. so that you need to mark the maps on the map or you won’t see the place properly

Devices are aware (and becoming more so) of location, of people, of messages, of connectivity and other machines. The users handle the other half of the awareness. ..and they all rely on each other.

It follows from increased mobility that the benefits and possibilities that arise from formally tagging information with place references become apparent.

location aware emergence

7 fairly obvious spatial/network capabilities that are already maturing and readilly available.

1). using mobiles to coordinate people in the same space you cannot see e.g. “i’m in the carpark, where are you?” or using texting to coordinate antiglobalisation demonstrations (smartmobs).

2). personal diaries for recording and sharing experience (blogs) extending to mobile devices. Mobblogging (mobile blogging) with picture phones, handhelds and laptops. Mobile Phones have only recently become ‘one to many devices’, you can now text to a group or send a photo straight to a web page.

3). Finding out how to get where from where you are to where you need to be is easy using webmapping tools like streetmap and mapquest. These tools have mobile interfaces so you can use them from a phone or handheld.

4). web accessible databases of place information (restaurants or whatever), are already being used by mobile users through services like Vindigo and Yell. You don’t use GPS, you just enter a cross street or the local post code of where you are to find some­thing close by.

5). Projects like Geourl are allowing bloggers to add tags to there web pages, that locate the blog in a particular place. This locates the conversations of bloggers. Paris bloggers, NYC bloggers, London bloggers. Tagging projects allow for adding location as a property to all kinds of web accessible information. UpMyStreet specialises in spatially locating conversations.

6). In car navigation systems are also becoming more common and even skeptics end up finding them really useful. GPS units can be bought for cheap, and are slowly being integrated into chips and phones and handhelds.

 

7). Because bluetooth and 802.11 allow local machines to talk to each other, if one of the machines knows where it is, they all can, and location information can be stored locally

Integrating all these capabilities gives you something new. Net­works and shared information about places without a centralised mediator.

connect and integrate all this extant thinking and given the gen­eral trend towards nodishness you are going to get considerable spatial weirdness emerging.

The longer term possibilities are new forms of exchange, coopera­tion, spontaneous governance, fluid digital architecture overlaying real space (marking, connecting, bounding, guiding, and illustrat­ing places), contextual computing, spontaneous interfaces to groups and spaces (people, playgrounds and tower blocks).

all increasingly possible (to the point of banality)

There’s never been a clearer, more real and open, or more inter­esting opportunity to try to discern the patterns of, and then to pro­vide maps, systems, models and prototypes for future community.

closest friend

You will be able to ask the question who is my ‘closest friend’ and get a numerical answer and a position.

social software and spatial interfaces

localis(z)ation

essential interfaces

There is a lack of essential interfaces to 20th century ‘machines for living in’ (housing projects and urban environments)..

Interfaces to local communities and local spaces are finally evolv­ing after an extended period during which the development of communications technologies has focused on making proximity irrelevant. (global rather than local ..when does the next bus get here?)

- interfaces attached to buildings and empty spaces (for making better use of community spaces, sports fields, playgrounds etc).

- interfaces based on new opportunities for sharing and exchange (digital spatialised mediation of simultaneous need).

digital objects and creatures

digital ‘objects’ and ‘creatures’ attached to locations and spaces.

different meanings

Different people attach different meanings to the same space. Location aware devices make it possible to externalise these different views, make them tangible and share and extend them. (use the collective local cycle courier view of an urban space to find a short cut in an unfamiliar city).

invisible architecture

Location aware devices make possible: leaving notes, demarcat­ing spaces, and marking places, but leaving no external visible sign of having done so.

This lays the foundation for a new subjective, invisible, instant architecture (new paths, new places).

seeing the space differently

Location aware devices will remove the inertia, the objective real­ity claim, and the stabilising influence of the built environment.

Location aware devices allow individuals and communities to see the space differently.

Society will continue to fragment as the once shared meaning of the built environment migrates into many dif­ferent collective (subjective and invisible) views of the space (mediated by location aware devices).

Despite this new architecture being effectively invisible, the appar­ently out of context or ‘out of place’ human behaviour that will result will not be invisible.

Seeing the space differently may lead to radical social and politi­cal upheaval (the German ‘blitzkrieg’ was a consequence of a new spatial doctrine).

counter culture precedent

Counter-culture spatial and social exploration since the 1960’s prefigures the opportunities for spatial and social reorganisation offered by location aware devices (temporary autonomous zones, the hippy trail, communal living, extra-geographical allegiances, collective construction, externalised word of mouth, new ideas about value and exchange).

localisation

“Space will change. Localization may happen. The US may run out of cheap petroleum eventually.” Lawrence Angrave

Location aware devices make it possible to better leverage the space around you. To better integrate awareness of proximity into the extended communities (usually based on common interest rather than proximity) that have grown up around space folding technologies like the telephone and the internet.

 

This represents a technologically inspired interest in, and move towards, localisation.

spatial and social exploration

get free of the ‘line of sight’ labyrinth of streets and buildings

organise, augment and alter real spaces (add shapes, community and information to them)

drive cars that aren’t yours and live in houses you don’t live in

pay with what you have (even when you don’t have money)

ask for what you want, or, how you can help, and walk to where the answer is

phone the things you own (ask your keys where they are)

find the people you need to find

community and spatial inter­faces [soft architecture]

community and spatial interfaces

“There is as yet no new social framework that is as interesting as technology, and ideas, now allow.”

There are new ways to organise, make sense of, and leverage, local spaces and local communities.

New interfaces to the real spaces that people move through and live in are now possible. Technology is creating an opportunity for communications to become less mediated rather than more medi­ated, to get people outside and increase rather than decrease real face to face communication.

spatialising despatialised communities

dislocating:

The internet lowered barriers to long distance communications and made distance and time independent community a real pos­sibility for anyone with an internet connection.

The cell phone, pagers, email, fax machines, video conferencing, web sites, all enable us to conduct life efficiently at a distance from each other.

Communities can now be founded purely on common interest rather than spatial and temporal proximity.

relocating:

Making sense of local spaces and local communities is a problem that has been almost completely overlooked in all the efforts to make long distance communication easier.

There is a lack of effective interfaces to the spaces around us and a lack of tools specifically designed to facilitate local face to face community.

knowing where they are

cell phones (which at least allow you to go outside) are soon going to know where they are.

Given that cell phones have already become indistinguishable from computers and that they now come with internet connec­tions, the fact that they will know where they are is significant.

location aware possiblilities

Portable devices that know where they are can coordinate. They can make sure that two people who are close to one another and ought to meet, do meet, they can tell a person what they need to know about the space around them, they can link up people with something to exchange (according to unconventional or conven­tional ideas of what is sharable or exchangeable).

The potential for unnecessary barriers between people (walls, streets, not knowing each other) to be lowered is increasing.

The space local to people can become less opaque, they can see their location in terms more sophisticated than their line of sight. They can see the space in terms of who and what are within a given distance from them.

Developments in communication, from newspapers, the telegraph network, and TV, onwards have focused on making distance irrelevant.

On allowing people to communicate, observe and participate in events, at a distance from them. But a new technological platform is evolving that can make sense of the space immediately around us in a radical new way.

localising technology

Knowing more about where you are is an obvious problem, but in digital technology terms it has only recently become deeply solv­able (because we only just found ourselves with cheap internet connected cell phones that can know where they are).

Historically technology was about community and local orienta­tion, maps, church bells aligned to clocks for community time keeping, and astrolabes and sextants for star navigation were all significant technological enhancements grounded in making better use of local space and time.

new ways to mark, demarcate and annotate space

As well as facilitating direct contact between people, location aware devices will allow people to invisibly mark, demarcate and annotate spaces.

If I want to add a note to a place, I don’t have to physically mark it, I can write a note, add the geographical coordinates of where I

want it left, add the note to a database on the internet and when someone else comes to the place where I left the note their device tells them my note is there and allows them to read it.

No physical note exists but there is a note at that point in space.

Retinal displays that fire a low powered laser directly onto the retina and are small enough to clip onto a pair of sunglasses will allow graphical objects to be associated with places (burning skulls for bad restaurants, spinning tetrahedrons..).

..a landscape augmented with a layer of invisible marking, annota­tion and symbolism.

symbolism and utility spectrum

Because space is shared and owned, there tends to be a bias towards utilitarian (street signs etc), owner orientated and com­mercial imagery. Tagging, other forms of graffiti and murals mostly fall outside these categories and get suppressed. Location aware devices would allow subjective and selectively viewable aug­mentation of environments and give people the freedom to mark, demarcate and annotate spaces based on criteria beyond those dictated by commercial, utilitarian and owner orientated interests.

Utility arguments have led recently to the marginalisation even of architects; with engineers arguing (usually on economic grounds) that structures can be built (by them) purely following principles of utility.

Human beings don’t use the buildings they live and work in just to symbolically demarcate spaces, they are used to get out of the rain, or to regulate temperature.

If meaning shifts from the structures themselves to devices, it still leaves a lot of structures…

A fraction of the infrastructure and buildings in human environ­ments are primarily symbolic, but given that most buildings do encode a lot of information beyond their utility, it represents a real shift to have what they encode fall into the hands of individuals and communities.

utopian, distopian, inevitable

In the UK there used to be just 3 TV channels, limited sources of popular culture and news..

now with the explosion in content, and the diverse sources of that content, society fragments and the wider community has fewer and fewer persistent common cultural reference points

the number of possible subjective realities multiplies..

So far, in media terms, this has largely been confined to what music you listen to, what films you watch, where you get your news. When you go outside what you see is much the same as what everyone else sees, the same street signs, the same adverts, the same shop fronts..

But what If real space is overlaid with layers of invisible symbol­ism. What if what you see is determined by what the intersection of your extended community and your interests dictate, as well as what is really there.

Your view of the space and other people is supplemented by additional subjective annotation and symbolism (electronic equiva­lents of the information communicated by signs, clothing, physical demarcation, shop fronts).

Social fragmentation extends as the technology reaches in to define the whole experience of the space in subjective terms (a dystopian, utopian, or inevitable outcome depending on your point of view).

There’s nothing new about subjective filtering of space and people, but externalising the idea and undermining the apparently fixed nature of the built environment erodes notions of common experience and common reference points.

real life

A lot of people live in a house on a street

They might have a good circle of friends

But they don’t know that many people on their street

Parallel to that street are many other streets

They don’t know many of the people on the other streets

Further there is very little (that is socially acceptable) that they can do to get to know more of the people on their street or on the other streets.

If they’re bored they have no way to find the other bored people, if they need to borrow something they have a very narrow range of people to ask, and they can’t ask everybody on all the streets.

If they lose a cat, they have to go around sticking photocopied photos of the cat to trees.

In short their interface to their local community is really bad (even if they have a copy of the local paper).

Maybe they go to the local coffee shop and while they’re standing in the queue they notice someone who looks interesting. What are the chances that they are going to say anything?

And that’s the place they live.

What about when they’re somewhere they don’t live

..then the problem is even worse. Even with a benign guide like the lonely planet, they’re restricted to reasonably reliable com­mercial interactions. No way to reach out to the local community except through extreme bravery, alcohol or accident.

Without a lonely planet they’re stuck with neon hotel signs and mcdonalds and guesswork.

Cities have scaled up so that more and more people live in them, but the people in them are further apart than ever. Idealised close communities can only be found on TV shows, corporate cam­puses and in the compounds of religious cults.

Which is not to say that nobody has a life, just that there are big and very real boundaries (walls, doors curtains, streets and

social convention) to making sense of your local environment and extending the life you have ended up with.

Conventional points of contact are very blunt, scary and primitive, notice boards at the gym, ads in the local paper, getting drunk, dating agencies, going to martial arts or meditation classes.. (the internet counterparts of these are just as scary, if not more so).

Solving the interface problem would mean making space more immediately familiar and usable and introducing people who wanted to be introduced.

new ways to relate to each other and leverage and extend the possibilities for local community

Leveraging the latent potential from parallel rows of silent houses:

- a playground control system (for making better use of the square of tarmac that is the playground)

- spontaneous help/disorder system (amish collective house build­ing, pushing broken cars, organising riots).

- a boredom finding and resolving system

- coordinating laundry

hitch hiking is practically dead but there are more cars going where you want to go than ever

there are millions of spare rooms and empty houses and millions of people who wouldn’t mind you spending the night if they had reason to trust you and you were interesting, or you could pay them, or you had something to exchange

..you could find yourself driving cars that aren’t yours, living in empty houses that aren’t yours..

40% of food used is wasted in the US, people don’t share

there might be a parking space when you need one, but you can’t ask the people who can see it even though you might pay to know what they know

There are opportunities to help and to be helped, to exchange or share, that the bluntness of our current social interfaces exclude.

The proposition is that there is latent potential in the system that cannot be utilised without changing or augmenting the system.

The barrier that stops these kinds of transactions taking place..

..is that there is no efficient way to broadcast a request selectively to a trusted group of people you don’t know inside a set geo­graphical radius.

..you could solve this tragedy of the commons through a combina­tion of location aware devices, a trust system and a system that could filter and coordinate need.

Common property (common to small self-defining groups rather than universally and arbitrarilly shared) could work if you could solve the trust problem, the filter problem, the location awareness problem and build an interface.

the wealthy tend to share stuff among themselves (because they trust the other wealthy people).

new ways to formalise the sharing and exchange of non monetised latent value

[In many countries sex is implicitly or explicitly, illegally or legally for sale..]

A sandwich shop is not the only place you can get a sandwich, but a sandwich shop is a specialised source of sandwiches. It’s exter­nally marked, and visible and identifiable as a sandwich shop, it’s designed to be open and entered by people, and the sandwiches are priced to clarify the nature of the transaction. Convention dictates and supports the efficient transfer of sandwiches from sandwich vendor to customer.

So convention, visibility, efficiency (through specialisation and centralisation), dictate that when you want a sandwich and you aren’t near your kitchen, you probably need to find a sandwich shop.

So you need to find a row of shops and then find the shop that sells the sandwiches.

..alternatively you could state what you were seeking (in this case a sandwich) selectively broadcast your request (perhaps to a local subset of a community with which you are aligned), state the range of exchange possibilities you would consider (information, work or money, conversation, things).

The range of responses might include automated directions to the local sandwich shop, or a note telling you to knock on the door of the house across the road (if you would be prepared to take some laundry to the Laundromat in exchange for a sandwich).

Despite there efficiency, shops, money and 20th century conven­tion have a limiting effect: on the range of formal exchanges that are possible, the people who can take part in those exchanges, and where those exchanges can take place.

The problem with barter systems is that they require an incredible level of serendipity, both parties have to have something the other party is prepared to accept if the transaction is to be successful. Which is why cash is such a useful neutral point of exchange. The simultaneous need problem is surmounted by the neutrality of cash.

Physical markets were the traditional way of making the required serendipity more likely to occur.

The ultimate evolutionary outcome was that you would specialise in geese, bring your geese to the geese seller, exchange your geese for some coins and then go and buy some chairs with the coins (and the chair seller would buy some chickens with your coins, converting your coins into chickens).

But life is getting more interesting and if you are able to efficiently extend the range of possible exchanges, exchange locations, and

 

people to exchange with, then why not?

So you get a sandwich without walking further, at the same time meeting someone from your extended community (the system handling at least the greater part of the trust issue), and make the exchange in terms that might be more favourable to you than handing over money (or perhaps your money circulates within your community rather than outside of it).

You can know what other possibilities exist.

moving from a web model to an externalised identity model

This idea of broadcasting need is part of what has been called the ‘pursuit’ model. If you have a mobile device, beyond its direct communication function, you probably want it to help solve your immediate problems and to help you fulfil your immediate needs.

To take this idea further you could use some kind of externalised identity that can give a respondent a context for your request (community allegiances for instance), and a formal way for each party to measure the trustworthiness of the other.

Building trust systems, externalising identity, and matching requests to possible respondents are extremely difficult problems. But they are prob­lems that people are working on solving.

Huge numbers of people are walking round with mobile phones, that is, wireless digital devices that already know roughly where they are (and these devices are getting rap­idly more capable). Most of these devices are struggling to fit in with the web model when clearly the screens are too small and the tiny keypads inadequate for traditional web surfing.

The web is already in some sense an exchange, a way to get information from one entity or person to another. The problem is to build a more efficient exchange.

The web lacks the concept of identity. You may have an email address, or a phone number, both of which in some sense func­tion as a persistent extension of you, (collecting and facilitating the exchange of messages), but they do not facilitate more sophisti­cated transactions on your behalf. They differ very little from the function of the mat below your letterbox. You may have a web page, but an individual’s (as opposed to a corporate or organisa­tional) webpage is usually a fairly static entity, a symbol, rather than a transaction mediating entity.

The point is that your internet identity is not a coherent, function­ing, device independent manifestation of you, it does not formally embody your trustworthiness, it does not formally record your community affiliations, it does not communicate your needs or solicit opportunities to fulfil the needs of others on your behalf.

The web model can work pretty well if you have the time and the skill to find what you want, but the constraints of mobile devices both require, inspire, and offer an opportunity to develop, more efficient, individual-centric, and spatially linked exchanges.

filtering, reputation, trust systems and infomediaries

the deep irony is that even as people are packed ever more closely together the gap between them widens.

People have spent the last 40 years devoting more and more time sitting in front of computer monitors and tv screens simulating community and ignoring the people living next door and down the street.

blocks of flats, estates, streets of people who only get to realise that they might get along, or be able to help each other, when something goes wrong.

filtering

You can filter who you talk to by speaking in a specific forum,. Leaving a notice on a notice board in a climbing wall means that only climbers get to see the notice. Leaving a note next to all the notes taped to a particular bus shelter near 110th at Broadway nyc near Columbia university means that you narrow down the range of people who see the note.

~ anonymity

There need to be good grounds for sanctioning meeting people you don’t know.

Real life filters include the anononymity conferred by front doors, walls, curtains and cars. Convention dictates that outside of a narrow range of transactions (com­mercial, educational, crisis…) people for the most part don’t talk to people they don’t know.

Real life filters tend to be quite blunt tools, but people prefer tend to prefer blunt filters to no filters. The kinds of people who try to break through these filters tend to confirm the need for them.

Filtering is a problem, and it is not confined to local communities but all kinds of communities. Email filtering attempts to remove junk mail. Joining an online discussion group focused on a spe­cific subject is a kind of filtering in itself, but within those groups it is often possible to block out the voices of participants you don’t want to hear.

Filtering is a problem aligned to trust. We mostly choose to inter­act with people we are both interested in and trust not to make our lives harder. A good filtering system with a trust component would make it possible to find more people who fit this criteria, locally or at a distance.

formalising trust

A workable trust system could be built around traditional mea­sures of trust

..friend of a friend, similar views, taste and or buying habits, edu­cation, community affiliations, financial status, employer, reputa­tion.

Even with an effective trust system in place, in interpersonal ????????????

 

relationships it still only serves as a guide and lowers the barrier, maybe making a face to face meeting more likely to be worthwhile or safe, it still comes down to the reality of the actual meeting to determine the reality behind those grounds for trust

Trust is a difficult problem” Jan Hauser, Sun microsystems

infomediaries

A system which requires information about you to be broadcast is unlikely to be acceptable.

The solution is a trusted intermediary, a third party that handles filtering without revealing personal details.

There has been a recent explosion in dating agencies, and while they handle a very specific problem, they are a model for mediat­ing between parties without directly revealing personal informa­tion.

A community agency built on similar principles but handling a much wider range of interactions would be interesting.

This could be a further iteration on ‘craigs list’ in san francisco which already functions as a kind of community agency, a digital equivalent of a community notice board, tied to the space only indirectly, but still capable of making things happen that would not otherwise happen.

Recently craigs list made the national news after a girl posted a note about a ‘gorgeous guy’ she kept seeing at the bus stop on her way to work. The result was that each morning more and more people turned up at the bus stop to see the ‘gorgeous guy’. The boy, who was increasingly aware of something strange going on, only became aware of the extent of his local celebrity when a friend of his worked out what was going on and told him.

A range of new, sophisticated and interesting, ways of mediating transactions and finding and interacting with people are becoming available, and location awareness adds another dimension to the possibilities.

[random meetings generator]

architects and their machines for living in

Architects and planners have designed buildings, housing projects, and whole communities, and then tightly packing those places with people who don’t know each other, and doing so with­out being able to build sophisticated interfaces and information systems for those communities.

Cities are arguably so complicated and house so many people that we may actually need technology and augmentation to be effective and happy in them.

The most help that has been offered so far has been video sur­veillance, a dark form of augmentation, which assumes you can change people by watching them.

A more pragmatic and people friendly approach is a location aware one. In Brighton in the UK and San Francisco in the US bus shelters now tell you when the next bus is coming (because they know where the bus is). This small thing will save souls, there is nothing worse than waiting hours for a bus that may or not ever come, it makes you feel so out of control.

..Corbusier and his machines for living in, Paolo Soleri and his arcologies and Archigram and the walking cities, all look like (and in the case of Corbusier actually are) nightmare scenarios, and the only thing that could make them happier places to live (given that tightly packed ‘modern’ alienated communities have become a reality) would be better interfaces to real and local spaces. This is a troubling thought given that it is dark to propose more techno­logical innovation as a solution to the problems that technological innovation has brought forth.

But if lost old age pensioners on a difficult housing estate could communicate with each other and coordinate their actions and their voice, it might make a difference to them.

With hindsight and foresight it seems inevitable that housing projects couldn’t work without information systems, and those information systems haven’t been built yet.

..and I want to know where my keys are and where I left my wallet, I want to be able to call them and ask them where they are. I want solutions to very ordinary, localised, spatially linked problems.

semantic web interfaces

point of view is worth eighty i.q. points

“point of view is worth 80 IQ points” Alan Kay

[via blackbeltjones]

concept mapping [tinderbox view]

[basic introduction]

Say I have 10 different, but loosely associated, thoughts noted on a piece of paper and I open Tinderbox. Hitting return creates a new small rectangular box on the screen, the associated dialogue lets me name the box and then a text window opens where I describe the thought in greater detail. The text box closes and I have a simple named box on the screen (double clicking brings up the longer text description).

I do this for ten different thoughts and end up with ten rectangular boxes spatially arranged on the screen

[image]

I can then start to group and arrange them, cluster some, and separate others, leaving me with whatever spatial arrangement represents the order my intuition suggests. Then having decided on some arrangement and some grouping I can represent that

graphically by colouring groups of boxes differently. I’m free to say what the color means, based on the grouping I’ve established, maybe priority, maybe similarity, or whatever.

Say three of the boxes (now all made green say by slecting a colour for this sub-group) are places. I select them, open the new attributes dialogue and add a common attribute ‘geo’. I decide that this attribute is boolean in character (that is it can be set to true or false) I set the ‘geo’ attribute for each of the three ‘place’ boxes to true. then I add two more attributes for this green group: latitude and longitude. Incidentally having defined them once these are now global attributes and I can set geo, latitude and longitude values for any box (most new, and existing, boxes will by default have geo set to false and, not being places, will have neither lati­tude nor longitude values set or immediately visible.)

So now i have three ‘places’ and have decided that places are a new class of thing in my document.

Say three more of the boxes reference recent images i’ve cre­ated, I set their colours to blue to differentiate them, since ‘images’ suggest various properties I open the new attributes dialogue and create relevant attributes. I create a new attribute ‘image’ (boolean, and set to true), also ‘path’ – the path to the image file (a string attribute), ‘height’ and ‘width’, image file format etc.

Two of these images are schematics, but one is a photo of a place, so I set geo=true on that image and add longitude and latitude. Now should this box be blue or green? Doesn’t matter. If I search my document for ‘geo=true’ it’ll turn up and if i search for ‘image=true’ it’ll turn up (and there’s also now the new intersect­ing set of images which are also places which may turn out to be useful).

The remaining four boxes contain specific thoughts and are conceptually related, I decide that one is the central thought and the others are attendant so I drag the three dependant thoughts on to the conceptually central thought box and the main thought turns into a small container with the three dependants inside it. Hierarchy

When I double click the central thought box, this takes me down a level to where there are just the three attendant thoughts. Given these I decide to link two of the boxes to the third, I do this by click and dragging, arbitrarilly deciding to name the link type as ‘requires’ when the link type dialogue box appears, the boxes are now joined with two arrows with the small annotation ‘requires’ visible above the connecting lines.

I go up a level, double click the central thought box and add more to the text description. I also decide that one of the images is relevant and add an ‘include’ reference to the one of the image boxes.

Now I have given a shape to what were ten thoughts jotted down linearly on a piece of paper.

And not a cosmetic shape, a structure based on association and categorisation. In the document I have many more pre-existing boxes from earlier work and I can start to link boxes from the rest of the map to the new boxes and maybe move some from else­where into the new central thought container.

This map view is just one of many available ordering views on the box entities. As far as there is hierarchy I can choose to view that hierarchy as a tree diagram where all notes are present but notes that are inside other notes are shown indented. There are a number of other views.

I can also create a box and associate a search query such as ‘geo=true’ and have aliases of all the relevant boxes appear inside that box. i can also simply open a search window and have all the boxes matching a keyword appear as a temproarilly accessible list.

[end basic introduction]

At its heart is a database, which is fine but nothing new. What is different is the level of freedom and intuition that can instantly and flexibly be applied to an aribitrary set of ‘things’ without starting from a preconceived idea of what they are and where they should go. The rectangular boxes (the basic thought unit) can be any­thing I need to organise, or think about.

I start with boxes, cluster them, colour them, add attributes. I develop objects based on common sets of attributes, and allow real order to emerge rather than deciding on a data structure and trying to fit my thoughts into it. It’s not that all of this is not possible with MYSQL, python and a piece of paper, but the extent to which I don’t have to think about MYSQL, python (or the edges of the piece of paper) at the point at which i’m defining my knowledge representation, means that the knowledge can get on with decid­ing how it wants to be represented.

In fact once you have your spatial map, your attributes, your hierarchy (and changed them all around a few times, continually tweaking all the way), you can output your data as an xml file and feed it straight into MYSQL or whatever.

Alternatively you can create templates and output straight to html, rdf, rss (place feeds, image feeds, thought feeds) or just plain text.

At this point you can also simplify your knowledge representation, for example outputting a complex structure as a linear timeline listing only your latest ‘thought’ notes (ignoring ‘place’ and ‘image’ objects except where they are included within ‘thought’ notes, or where thought notes have ‘geo’ attributes). Maybe only output orange thought notes. The resulting ..blog is a watered down digestable feed derived from a more complex structure (you can of course output the complex structure as well – no rules).

So it lets your thoughts decide how they fit together using user defined spatial maps, links, attributes and hierarchy. All flexible. You end up with a knowledge representation that helps you both to organise further thoughts and derive further thoughts.

The level of freedom may not make everyone comfortable. Having to continually define attributes and hierarchy and remember where you are in mass of densely connected multilayered mess of boxes might not be for everyone [..it’s great]. The level of constraint may offend some programmers who want to hack together something very specific and outside the shapes tinderbox allows. But for people somewhere between those extremes it’s more than useful.

There are some issues (take it as you find it, it pretty much works as promised and for something so useful that is no small achieve­ment), but it’s obviously been around a long time and been worked on by some very bright people (and people who think about interfaces). The documentation is minimal but intuition and persistence usually get you where you want to go.

In fact tools like this (and there are a few, although Tinderbox is the one I’m working with, Ideagraph being more PC focused) are the missing link as far as ordinary users are concerned. Browsers,

 

filemanagers, email and newsreaders, all of them fail to impose any useful order on the material they continually stockpile. The basic unit of the internet from a general user point of view looks like being the paragraph of text, whether email, blog entry, section of an IM/IRC exchange or whatever. Tools like Tinderbox can break through the stranglehold of timelines, alphabetical indexing and a few inflexible categories, that for many users are starting to feel like bleak living arrangements. It is still the case that most of the tools that offer you flexible control of your metadata are ‘roll your own’, or enterprise level, at least at the moment.

simply put

file system <-> personal knowledge representation <-> browser <-> aggregators and peers

the first two should be integrated maybe?

Tinderbox and Ideagraph may well be what mosaic for the seman­tic web looks like.

On the Tinderbox site and elsewhere it’s been called a ‘personal content manager’ which is kind of OK, but I think it overstates the outward cosmetic view. Multiple and flexible presentation output forms are an easy byproduct of the data knowledge representa­tion possible using tinderbox, but the visual, spatial, intuitive, conceptual model is much more valuable, its a place to think. In terms of thinking tools it’s the difference between making a model that looks like an aeroplane and one that flies like an aeroplane. Tinderbox being in the latter category.

Recently headmap produced a movabletype plugin, reached the point where it needed two extra fields: longitude and latitude, and found that short of getting users to hack the Perl (which didn’t feel like an option) it wasn’t possible (at the time) [In defense one of the reasons for the success of blogging tools is the simplicity of the interface]. It wouldn’t be so hard to create a specialised authoring tool for ‘place’ feeds or to find a blogging tool that allowed extra fields. But really the problem is not just adding extra fields, its more general, how can ordinary users work with open frameworks like RDF without flexible agnostic authoring tools. Tinderbox is such a tool, RDF no problem as long as you create the right set of attributes and build a template, the output can be anything and is very much a side effect (its form agnostic).
